bugID,sd,cl,pd,co,rp,os,bs,rs,pr,bsr,clean_description,processed_text
550571,Please disable all of Eike Stepper's cronjobs,Eclipse Foundation,Community,Servers,PC,Windows 7,RESOLVED,FIXED,P3,normal,please disable all of eike steppers cronjobs,please disable eike stepper cronjob
550572,The products in org.eclipse.platform.releng.tychoeclipsebuilder all have corrupt licenses,Eclipse Project,Platform,Releng,PC,Windows 7,RESOLVED,FIXED,P3,normal,the products in orgeclipseplatformrelengtychoeclipsebuilder all have corrupt licenses,product orgeclipseplatformrelengtychoeclipsebuilder corrupt license
550573,Add option to remove provisioned projects.,Tools,Oomph,Setup,All,All,RESOLVED,WONTFIX,P3,enhancement,add option to remove provisioned projects,add option remove provision project
550574,Update avatar for the eclipse-theia org,Eclipse Foundation,Community,GitHub,PC,Linux,CLOSED,FIXED,P3,normal,update avatar for the eclipsetheia org,update avatar eclipsetheia org
550575,Linux Tools rpmcreaterepo tests failing in gerrit,Tools,Linux Tools,RPM,PC,Linux,RESOLVED,FIXED,P3,normal,linux tools rpmcreaterepo tests failing in gerrit,linux tool rpmcreaterepo test fail gerrit
550576,[test] JavaCorePreferenceModifyListenerTest doesn't work as an AbstractJavaModelTest,Eclipse Project,JDT,Core,PC,Linux,NEW,,P3,normal,test javacorepreferencemodifylistenertest doesnt work as an abstractjavamodeltest,test javacorepreferencemodifylistenertest do not work abstractjavamodelt
550578,Replace activator in org.eclipse.equinox.p2.garbagecollector with tracing functionality,Eclipse Project,Equinox,p2,PC,Linux,RESOLVED,FIXED,P3,normal,replace activator in orgeclipseequinoxp2garbagecollector with tracing functionality,replace activator trace functionality
550579,Improve activator startup time of org.eclipse.emf.common,Modeling,EMF,Core,PC,Linux,RESOLVED,WORKSFORME,P3,normal,improve activator startup time of orgeclipseemfcommon,improve activator startup time orgeclipseemfcommon
550580,Eclipe 2019-06 (4.12.0)- eclipse.org.equinox.p2.core.provisionexception,Eclipse Project,Platform,IDE,PC,Windows 10,CLOSED,NOT_ECLIPSE,P3,major,eclipe 201906 4120 eclipseorgequinoxp2coreprovisionexception,eclipe
550581,ci.eclipse.org/xtext (JIRO) extra slow,Eclipse Foundation,Community,CI-Jenkins,PC,Linux,CLOSED,WORKSFORME,P3,normal,cieclipseorgxtext jiro extra slow,cieclipseorgxtext jiro extra slow
550582,Allow to show shortcut popup only for mouse interaction,Eclipse Project,Platform,UI,All,All,RESOLVED,FIXED,P3,enhancement,allow to show shortcut popup only for mouse interaction,allow show shortcut popup mouse interaction
550583,Fix files that have ended up with CRLF in the git repository,Eclipse Project,JDT,Core,PC,Windows 7,VERIFIED,FIXED,P3,normal,fix files that have ended up with crlf in the git repository,fix file end crlf git repository
550584,Add .ignore files for bin folders of example projects,Eclipse Project,PDE,Build,PC,Windows 7,RESOLVED,FIXED,P3,normal,add ignore files for bin folders of example projects,add ignore file bin folders example project
550585,Fix files that have ended up with CRLF in the git repository,Eclipse Project,PDE,UI,PC,Windows 7,RESOLVED,FIXED,P3,normal,fix files that have ended up with crlf in the git repository,fix file end crlf git repository
550586,Fix files that have ended up with CRLF in the git repository,Eclipse Project,Platform,Debug,PC,Windows 7,RESOLVED,FIXED,P3,normal,fix files that have ended up with crlf in the git repository,fix file end crlf git repository
550587,"""Download repository index on startup""  cant be switched off",Eclipse Foundation,z_Archived,m2e,PC,Windows 10,NEW,,P3,major,download repository index on startup cant be switched off,download repository index startup can not switch
550588,HandlerUtil.getActiveMenuSelection not working in scenario with two context menus,Eclipse Project,Platform,UI,All,All,CLOSED,WONTFIX,P3,normal,handlerutilgetactivemenuselection not working in scenario with two context menus,handlerutilgetactivemenuselection working scenario two context menu
550590,Please build the localbuild.xml as part of an incremental build too,Eclipse Project,PDE,Build,PC,Windows 7,RESOLVED,FIXED,P3,normal,please build the localbuildxml as part of an incremental build too,please build localbuildxml part incremental build
550591,Please build the localbuild.xml as part of an incremental build too,Eclipse Project,PDE,UI,PC,Windows 7,VERIFIED,FIXED,P3,normal,please build the localbuildxml as part of an incremental build too,please build localbuildxml part incremental build
550592,Please don't set this org.eclipse.jdt.core.compiler.problem.forbiddenReference=error,Eclipse Project,PDE,UI,PC,Windows 7,RESOLVED,INVALID,P3,normal,please dont set this orgeclipsejdtcorecompilerproblemforbiddenreferenceerror,please do not set orgeclipsejdtcorecompilerproblemforbiddenreferenceerror
550593,Please don't include org.eclipse.m2e.core.maven2Nature,Eclipse Project,Equinox,Components,PC,Windows 7,RESOLVED,FIXED,P3,normal,please dont include orgeclipsem2ecoremaven2nature,please do not include
550594,Please set incompatible_api_component_version=Warning,Eclipse Project,Equinox,Framework,PC,Windows 7,RESOLVED,FIXED,P3,normal,please set incompatibleapicomponentversionwarning,please set incompatibleapicomponentversionwarning
550595,ExecutionError while opening the Plug-in menu spy,Eclipse Project,PDE,UI,PC,Linux,RESOLVED,WORKSFORME,P3,normal,executionerror while opening the plugin menu spy,executionerror opening plugin menu spy
550596,Please export the org.eclipse.pde.internal.build.tasks package,Eclipse Project,PDE,Build,PC,Windows 7,VERIFIED,FIXED,P3,normal,please export the orgeclipsepdeinternalbuildtasks package,please export orgeclipsepdeinternalbuildtask package
550597,Update filter icons in history view,Technology,EGit,UI,All,All,RESOLVED,FIXED,P3,enhancement,update filter icons in history view,update filter icon history view
550598,Create additional repository for che4z,Eclipse Foundation,Community,GitHub,PC,Windows 10,RESOLVED,FIXED,P3,normal,create additional repository for che4z,create additional repository
550599,org.eclipse.equinox.supplement has incorrect version for package org.eclipse.equinox.log,Eclipse Project,Equinox,Framework,PC,Mac OS X,RESOLVED,FIXED,P3,normal,orgeclipseequinoxsupplement has incorrect version for package orgeclipseequinoxlog,orgeclipseequinoxsupplement incorrect version package orgeclipseequinoxlog
550600,Add GitHub plugins to TM4E CI,Eclipse Foundation,Community,CI-Jenkins,All,All,CLOSED,FIXED,P3,enhancement,add github plugins to tm4e ci,add github plugin ci
550601,[target] Make the Target-Tooling general available / reusable,Eclipse Project,PDE,UI,All,All,NEW,,P3,enhancement,target make the targettooling general available reusable,target make targettoole general available reusable
550604,OpenJ9: Script approval(s) for test autoGen job,Eclipse Foundation,Community,CI-Jenkins,PC,Linux,CLOSED,FIXED,P3,normal,openj9 script approvals for test autogen job,script approval test autogen job
550605,[cds] j9 shared classes impl checks for zip entry before checking cache,Eclipse Project,Equinox,Framework,PC,Mac OS X,RESOLVED,FIXED,P3,normal,cds j9 shared classes impl checks for zip entry before checking cache,cds share class impl check zip entry check cache
550606,[GTK] Right-click > Rename from Project Explorer non-functional when starting with only hidden projects,Eclipse Project,Platform,SWT,All,All,VERIFIED,FIXED,P3,major,gtk rightclick rename from project explorer nonfunctional when starting with only hidden projects,gtk rightclick rename project explorer nonfunctional start hide project
550607,[qvtr2qvts] Wrong top relation head,Modeling,QVTd,Core,PC,Windows 10,NEW,,P3,normal,qvtr2qvts wrong top relation head,wrong top relation head
550609,[eclipse.pde.ui] Snapshot build fails,Eclipse Project,PDE,UI,PC,Linux,RESOLVED,FIXED,P3,normal,eclipsepdeui snapshot build fails,eclipsepdeui snapshot build fail
550610,Release Mylyn Docs 3.0.35,Mylyn,Mylyn Docs,Wikitext,PC,Mac OS X,RESOLVED,FIXED,P3,normal,release mylyn docs 3035,release mylyn doc
550611,MOXY maven dependencies are broken,EE4J,EclipseLink,MOXy,PC,Linux,NEW,,P3,normal,moxy maven dependencies are broken,moxy maven dependencie break
550612,[ui] Diagrams should be openable for non-critical validation issues,Modeling,eTrice,UserInterface,PC,Windows 10,RESOLVED,FIXED,P3,normal,ui diagrams should be openable for noncritical validation issues,ui diagrams openable noncritical validation issue
550613,[ui] Add initial transition in diagrams automatically,Modeling,eTrice,UserInterface,PC,Windows 10,RESOLVED,FIXED,P3,normal,ui add initial transition in diagrams automatically,ui add initial transition diagram automatically
550617,Utility to restore preference values in tests,Eclipse Project,Platform,UI,All,All,RESOLVED,FIXED,P3,enhancement,utility to restore preference values in tests,utility restore preference value test
550618,[console] IOConsolePartitioner produces overlapping style ranges,Eclipse Project,Platform,Debug,All,All,VERIFIED,FIXED,P3,minor,console ioconsolepartitioner produces overlapping style ranges,console ioconsolepartitioner produce overlap style range
550619,StackOverflowError with transitive dependency,Eclipse Project,JDT,Core,All,All,NEW,,P3,normal,stackoverflowerror with transitive dependency,stackoverflowerror transitive dependency
550620,Fix style range override in TextConsoleViewer,Eclipse Project,Platform,Debug,All,All,VERIFIED,FIXED,P3,minor,fix style range override in textconsoleviewer,fix style range override textconsoleviewer
550621,[console] Improve input handling in IOConsole,Eclipse Project,Platform,Debug,All,All,VERIFIED,FIXED,P3,enhancement,console improve input handling in ioconsole,console improve input handle ioconsole
550622,spring xml validation always failed,Eclipse Project,Platform,IDE,PC,Windows 10,CLOSED,WONTFIX,P3,normal,spring xml validation always failed,spring xml validation always fail
550623,issue with new way encoding,Eclipse Foundation,z_Archived,titan.core,PC,Windows 10,CLOSED,FIXED,P3,normal,issue with new way encoding,issue new way encode
550624,"[Designer, C++] Centralize context information and make API ""safer""",Modeling,Papyrus,Designer,All,All,RESOLVED,FIXED,P3,normal,designer c centralize context information and make api safer,designer c centralize context information make api safe
550625,BinaryMethod.getSourceRange may select wrong range for overloaded method,Eclipse Project,JDT,Core,PC,Windows 7,NEW,,P3,normal,binarymethodgetsourcerange may select wrong range for overloaded method,binarymethodgetsourcerange may select wrong range overload method
550627,[otdre] Recent JDK doesn't like attempts to weave into certain system classes,Tools,Objectteams,OTJ,PC,Linux,RESOLVED,FIXED,P3,normal,otdre recent jdk doesnt like attempts to weave into certain system classes,otdre recent jdk do not like attempt weave certain system class
550628,Migrate EPP to consistently use EPL 2.0 and SUA 2.0,Technology,EPP,Releng,PC,Windows 7,RESOLVED,FIXED,P3,normal,migrate epp to consistently use epl 20 and sua 20,migrate epp consistently use epl sua
550629,Flaky download of build products,Eclipse Foundation,Community,CI-Jenkins,PC,Windows 10,RESOLVED,FIXED,P3,normal,flaky download of build products,flaky download build product
550630,"Please don't use absolute URLs for child location attributes, e.g., not in 2019-09",Eclipse Foundation,Community,Cross-Project,PC,Windows 7,CLOSED,FIXED,P3,normal,please dont use absolute urls for child location attributes eg not in 201909,please do not use absolute url child location attribute eg
550631,Unexpected runtime error while computing a text hover,Eclipse Project,JDT,Debug,All,All,VERIFIED,FIXED,P3,normal,unexpected runtime error while computing a text hover,unexpected runtime error computing text hover
550632,"Download page tells visitors to ""Install your favorite desktop IDE packages.""",Eclipse Foundation,Community,Website,All,All,NEW,,P3,minor,download page tells visitors to install your favorite desktop ide packages,download page tell visitor install favorite desktop ide package
550633,Design View Error,Eclipse Foundation,z_Archived,WindowBuilder,PC,Windows 10,CLOSED,WORKSFORME,P3,normal,design view error,design view error
550635,Website incoherent about number of Eclipse IDE-s (singular or plural),Eclipse Foundation,Community,Website,All,All,NEW,,P3,normal,website incoherent about number of eclipse ides singular or plural,website incoherent number eclipse ide singular plural
550636,Fix regressions at Java 12,Tools,Objectteams,OTJ,PC,Linux,RESOLVED,FIXED,P3,normal,fix regressions at java 12,fix regression java
550637,Please offer packages which syntax-highlight shell scripts (.sh files),Technology,EPP,all-packages,All,All,REOPENED,,P3,enhancement,please offer packages which syntaxhighlight shell scripts sh files,please offer package syntaxhighlight shell script sh file
550638,[ui] Remove maven support,Modeling,eTrice,UserInterface,PC,Windows 10,RESOLVED,FIXED,P3,normal,ui remove maven support,ui remove maven support
