bugID,sd,cl,pd,co,rp,os,bs,rs,pr,bsr,clean_description
552953,support code action dynamic registration,Technology,lsp4e,IDE,All,All,RESOLVED,FIXED,P3,enhancement,support code action dynamic registration
552954,Remove forced layout call in ExtendedMarkersView,Eclipse Project,Platform,UI,PC,Linux,RESOLVED,FIXED,P3,normal,remove forced layout call in extendedmarkersview
552955,Remove unused variables and methods from CTabRendering,Eclipse Project,Platform,UI,PC,Linux,RESOLVED,FIXED,P3,normal,remove unused variables and methods from ctabrendering
552956,Remove Android ADT related styling,Eclipse Project,Platform,UI,PC,Linux,RESOLVED,FIXED,P3,normal,remove android adt related styling
552957,[Dark theme] Remove WindowBuilder related styling,Eclipse Project,Platform,UI,PC,Linux,RESOLVED,FIXED,P3,normal,dark theme remove windowbuilder related styling
552958,[Progress] ProgressViewUpdater can lose updates,Eclipse Project,Platform,UI,All,All,RESOLVED,FIXED,P3,normal,progress progressviewupdater can lose updates
552959,QuickAccessComputer invoked multiple times for same query,Eclipse Project,Platform,UI,All,All,RESOLVED,FIXED,P3,major,quickaccesscomputer invoked multiple times for same query
552960,Move PDE related CSS styling out of platform and move to PDE,Eclipse Project,Platform,UI,All,All,RESOLVED,WONTFIX,P3,normal,move pde related css styling out of platform and move to pde
552961,Eclipse stalls after start,Technology,DLTK,Common,All,All,RESOLVED,FIXED,P3,critical,eclipse stalls after start
552962,Bad index files,Modeling,EMF Services,General,All,All,RESOLVED,FIXED,P3,normal,bad index files
552963,Multiple 'egit' product build jobs triggered on fast-forward submit of multiple commits,Technology,EGit,Releng,PC,Mac OS X,RESOLVED,FIXED,P3,normal,multiple egit product build jobs triggered on fastforward submit of multiple commits
552964,[proposal] iot.embed-cdt,Eclipse Foundation,Community,Proposals and Reviews,PC,Linux,RESOLVED,FIXED,P3,normal,proposal iotembedcdt
552965,[trademark] Trademark approval required for Eclipse Embedded C/C++ Development Tools,Eclipse Foundation,Community,EMO Approvals,PC,Linux,RESOLVED,FIXED,P3,normal,trademark trademark approval required for eclipse embedded cc development tools
552966,Download stats stopped working since 2019-09-23,Eclipse Foundation,Community,CommitterTools,PC,Linux,RESOLVED,FIXED,P3,major,download stats stopped working since 20190923
552968,Update to plexus-utils 3.3.0,Eclipse Foundation,z_Archived,Tycho,PC,Linux,RESOLVED,FIXED,P3,normal,update to plexusutils 330
552969,clean-stale-jobs on ci.eclipse.org/xtext in unable to delete,Eclipse Foundation,Community,CI-Jenkins,PC,Linux,RESOLVED,FIXED,P3,normal,cleanstalejobs on cieclipseorgxtext in unable to delete
552970,Multi-selection in the GitHistoryRefFilterConfigurationDialog,Technology,EGit,UI,PC,All,RESOLVED,FIXED,P3,enhancement,multiselection in the githistoryreffilterconfigurationdialog
552971,Left align explanatory text in GitHistoryRefFilterConfigurationDialog,Technology,EGit,UI,PC,All,RESOLVED,FIXED,P3,trivial,left align explanatory text in githistoryreffilterconfigurationdialog
552972,Minimum size for the GitHistoryRefFilterConfigurationDialog,Technology,EGit,UI,PC,All,RESOLVED,FIXED,P3,trivial,minimum size for the githistoryreffilterconfigurationdialog
552973,"Command line formatter does not work without ""-data""",Eclipse Project,JDT,Core,PC,Linux,CLOSED,DUPLICATE,P3,normal,command line formatter does not work without data
552974,Window title in the GitHistoryRefFilterConfigurationDialog should use title case,Technology,EGit,UI,PC,All,RESOLVED,FIXED,P3,trivial,window title in the githistoryreffilterconfigurationdialog should use title case
552975,Our Plugin does not appear in the marketplace,Eclipse Foundation,Community,Marketplace,PC,Mac OS X,RESOLVED,WORKSFORME,P3,normal,our plugin does not appear in the marketplace
552977,Report GMF fix concerning Fonts broken on Export to Image and Printing of bug 312723 in class copied in Sirius,Modeling,Sirius,Diagram,PC,Linux,CLOSED,FIXED,P3,normal,report gmf fix concerning fonts broken on export to image and printing of bug 312723 in class copied in sirius
552978,Many wildcards hang quick access,Eclipse Project,Platform,UI,All,All,RESOLVED,FIXED,P3,normal,many wildcards hang quick access
552979,Delete is not working when all is selected in the ECC,IoT,4DIAC,4DIAC-IDE,PC,Linux,CLOSED,FIXED,P3,normal,delete is not working when all is selected in the ecc
552980,[Win32] org.eclipse.swt.SWTError: No more handles seen with TaskBar#createHandle() on Windows servercore,Eclipse Project,Platform,SWT,PC,Windows 10,VERIFIED,FIXED,P3,normal,win32 orgeclipseswtswterror no more handles seen with taskbarcreatehandle on windows servercore
552981,QuickAccessElement should be reworked to utilize more Platfrom capabilites,Eclipse Project,Platform,IDE,All,All,NEW,,P3,normal,quickaccesselement should be reworked to utilize more platfrom capabilites
552982,Shorter text for Delete launch configuration,Eclipse Project,Platform,Debug,PC,All,VERIFIED,FIXED,P3,normal,shorter text for delete launch configuration
552983,Warnings when building time,Tools,Titan,Other,All,Linux,CLOSED,WONTFIX,P3,enhancement,warnings when building time
552984,Line Code Minings for Show Error/Warning/Info Annotations do not handle line break correctly,Eclipse Project,Platform,Text,PC,Linux,RESOLVED,FIXED,P3,normal,line code minings for show errorwarninginfo annotations do not handle line break correctly
552985,Support Line Code Minings for Show Error/Warning/Info Annotations in JDT editor,Eclipse Project,JDT,UI,PC,Linux,CLOSED,WORKSFORME,P3,normal,support line code minings for show errorwarninginfo annotations in jdt editor
552986,Ability to add action for an Exception Breakpoint,Eclipse Project,JDT,Debug,All,All,NEW,,P3,enhancement,ability to add action for an exception breakpoint
552987,Access the file that triggered the language server start,Technology,lsp4e,General,PC,Linux,NEW,,P3,normal,access the file that triggered the language server start
552988,"Migrate to Life Support, rejoin SimRel",Modeling,MoDisco,UseCases,PC,Windows 10,RESOLVED,FIXED,P3,normal,migrate to life support rejoin simrel
552989,[tests] Migrate to life support,Modeling,MoDisco,Main,PC,Windows 10,NEW,,P3,normal,tests migrate to life support
552990,NullPointerException in FS.saveToConfig(FS.java:574),Technology,JGit,JGit,All,Mac OS X,CLOSED,INVALID,P3,normal,nullpointerexception in fssavetoconfigfsjava574
552991,Make Jobs from LinkEditorAction more efficient,Eclipse Project,Platform,UI,PC,Linux,RESOLVED,INVALID,P3,normal,make jobs from linkeditoraction more efficient
552993,DOT Editor - Add strike through highlighting for the deprecated attribute values,Tools,GEF,GEF DOT,PC,Windows 7,RESOLVED,FIXED,P3,normal,dot editor add strike through highlighting for the deprecated attribute values
552994,[CSS][Dark] Delay in background rendering,Eclipse Project,Platform,UI,All,Mac OS X,NEW,,P3,normal,cssdark delay in background rendering
552995,Fetching a Gerrit for the platform CSS styling triggers a build of multiple plug-ins,Eclipse Project,PDE,UI,PC,Linux,RESOLVED,INVALID,P3,normal,fetching a gerrit for the platform css styling triggers a build of multiple plugins
552996,[Dark theme] Creating a Java project switches to white,Eclipse Project,JDT,UI,PC,Linux,NEW,,P3,normal,dark theme creating a java project switches to white
552998,Git history sometimes shows nothing,Technology,EGit,UI,PC,All,RESOLVED,FIXED,P3,major,git history sometimes shows nothing
552999,Enable JDT Code minings top-level preference,Eclipse Project,JDT,UI,All,All,VERIFIED,FIXED,P3,normal,enable jdt code minings toplevel preference
553000,"Add ""Code Mining"" as search term for Text Editor preference page",Eclipse Project,Platform,Text,PC,Linux,RESOLVED,FIXED,P3,normal,add code mining as search term for text editor preference page
553001,Layout of New FB Type wizards hides partly the template list,IoT,4DIAC,4DIAC-IDE,PC,Linux,CLOSED,FIXED,P3,normal,layout of new fb type wizards hides partly the template list
553002,Jenkins for Modisco,Eclipse Foundation,Community,CI-Jenkins,PC,Windows 10,CLOSED,FIXED,P3,normal,jenkins for modisco
553003,Mac notarization service is failing,Eclipse Foundation,Community,CI-Jenkins,PC,Windows 7,CLOSED,FIXED,P3,major,mac notarization service is failing
553004,[macOS] Search text field requires double click to act,Eclipse Project,Platform,SWT,PC,Mac OS X,CLOSED,DUPLICATE,P3,normal,macos search text field requires double click to act
553005,Change colour of breakpoint icon to red,Eclipse Project,Platform,Debug,All,All,RESOLVED,WONTFIX,P3,enhancement,change colour of breakpoint icon to red
553006,Search in FB palette should expand the results,IoT,4DIAC,4DIAC-IDE,PC,Linux,CLOSED,FIXED,P3,normal,search in fb palette should expand the results
553008,PHP formatter ignores @formatter:off tags for one-liner,Eclipse Foundation,z_Archived,PDT,Macintosh,Mac OS X,NEW,,P3,enhancement,php formatter ignores formatteroff tags for oneliner
553009,[proposal] ee4j.starter,Eclipse Foundation,Community,Proposals and Reviews,PC,Mac OS X,RESOLVED,FIXED,P3,normal,proposal ee4jstarter
553010,Release review,Eclipse Project,Platform,PMC,All,All,RESOLVED,FIXED,P3,normal,release review
553011,[mentors] Mentor required for Eclipse Starter for Jakarta EE,Eclipse Foundation,Community,Architecture Council,PC,Mac OS X,RESOLVED,FIXED,P3,normal,mentors mentor required for eclipse starter for jakarta ee
553012,[trademark] Trademark approval required for Starter for Jakarta EE,Eclipse Foundation,Community,EMO Approvals,PC,Mac OS X,RESOLVED,FIXED,P3,normal,trademark trademark approval required for starter for jakarta ee
553013,[proposal] iot.hawkbit.hara,Eclipse Foundation,Community,Proposals and Reviews,All,All,NEW,,P3,normal,proposal iothawkbithara
553014,[trademark] Trademark approval required for Eclipse Hara,Eclipse Foundation,Community,EMO Approvals,PC,Mac OS X,RESOLVED,FIXED,P3,normal,trademark trademark approval required for eclipse hara
553015,Add jakarta.servlet:jakarta.servlet-api:4.0.3,Tools,Orbit,bundles,PC,Mac OS X,NEW,,P3,normal,add jakartaservletjakartaservletapi403
553016,Create a tool that committers can use to validate license compliance of third party content,Technology,Dash,General,PC,Linux,CLOSED,DUPLICATE,P3,normal,create a tool that committers can use to validate license compliance of third party content
553017,Eclipse crashes when started with an in-use transport connection,Eclipse Project,Equinox,Launcher,PC,Windows 10,CLOSED,WONTFIX,P3,normal,eclipse crashes when started with an inuse transport connection
553018,JobInfo sort order is inconsistent,Eclipse Project,Platform,UI,All,All,RESOLVED,FIXED,P3,normal,jobinfo sort order is inconsistent
553019,Removing filters in GitHistoryRefFilterConfigurationDialog doesn't work,Technology,EGit,UI,PC,All,RESOLVED,FIXED,P3,normal,removing filters in githistoryreffilterconfigurationdialog doesnt work
553021,"[req] Please provide ""clean shutdown"" option that calls all finally blocks when program is stopped",Eclipse Project,JDT,Debug,PC,Linux,NEW,,P3,enhancement,req please provide clean shutdown option that calls all finally blocks when program is stopped
553022,RegistryCSSPropertyHandlerProvider.getCSSPropertyHandlers(): Optimize for 0 and 1 size,Eclipse Project,Platform,UI,PC,Mac OS X,RESOLVED,FIXED,P3,normal,registrycsspropertyhandlerprovidergetcsspropertyhandlers optimize for 0 and 1 size
553023,Build failed in I20191113-1800,Eclipse Project,Platform,Releng,PC,Windows 7,RESOLVED,FIXED,P3,normal,build failed in i201911131800
553024,[win32] Dark theme - preliminary native support for win32 dark mode,Eclipse Project,Platform,SWT,PC,Windows 10,CLOSED,WORKSFORME,P3,normal,win32 dark theme preliminary native support for win32 dark mode
553025,[cleanup & saveaction] Use the local variable type inference,Eclipse Project,JDT,UI,All,All,VERIFIED,FIXED,P3,enhancement,cleanup saveaction use the local variable type inference
553026,NPE in StagingView link with selection,Technology,EGit,UI,PC,Windows 10,RESOLVED,FIXED,P3,normal,npe in stagingview link with selection
553027,Assign resource packs to project Eclipse.releng,Eclipse Foundation,Community,CI-Jenkins,PC,Windows 10,CLOSED,FIXED,P3,normal,assign resource packs to project eclipsereleng
553028,Provide equivalent of git rebase --autostash,Technology,EGit,UI,PC,All,NEW,,P3,enhancement,provide equivalent of git rebase autostash
553029,Add preference listener to retheme Eclipse if theme preference changes,Eclipse Project,Platform,UI,PC,Linux,NEW,,P3,enhancement,add preference listener to retheme eclipse if theme preference changes
553030,org.eclipse.ui.forms.events.IHyperLinkListener is missing static consumer-methods,Eclipse Project,Platform,UI,All,All,RESOLVED,FIXED,P3,normal,orgeclipseuiformseventsihyperlinklistener is missing static consumermethods
553031,Simplify port definition in the Components model,Automotive,App4mc,Models,All,All,CLOSED,FIXED,P3,enhancement,simplify port definition in the components model
553032,Remove trailing whitespace cleanup action results in exception,Eclipse Project,JDT,UI,PC,Linux,RESOLVED,WORKSFORME,P3,normal,remove trailing whitespace cleanup action results in exception
553033,Move releng build tools repo from build.eclipse.org to download.eclipse.org,Eclipse Project,Platform,Releng,PC,Windows 10,RESOLVED,FIXED,P3,normal,move releng build tools repo from buildeclipseorg to downloadeclipseorg
553034,Retire outdated packages,Tools,Oomph,Setup,PC,Linux,CLOSED,DUPLICATE,P3,normal,retire outdated packages
553035,Offer right mouse menu to delete projects,Tools,Oomph,Tools,PC,Linux,RESOLVED,WONTFIX,P3,enhancement,offer right mouse menu to delete projects
553036,Lots of Quick Access / Find Action related jobs in Progress monitor,Eclipse Project,Platform,UI,PC,Linux,RESOLVED,FIXED,P3,normal,lots of quick access find action related jobs in progress monitor
553037,Fails to compile with Java 11,Eclipse Project,JDT,Debug,PC,Linux,RESOLVED,FIXED,P3,normal,fails to compile with java 11
553038,Eclipse 4.14 M3 prerequisites: EMF,Eclipse Project,Platform,Releng,PC,Windows 7,CLOSED,FIXED,P3,normal,eclipse 414 m3 prerequisites emf
553039,Update prereqs for 4.14 M3 release: ECF,Eclipse Project,Platform,Releng,PC,Windows 7,RESOLVED,WORKSFORME,P3,normal,update prereqs for 414 m3 release ecf
553040,Eclipse 4.14 M3 prerequisites: Orbit,Eclipse Project,Platform,Releng,PC,Windows 7,RESOLVED,FIXED,P3,normal,eclipse 414 m3 prerequisites orbit
553041,Eclipse Darkmode Incomplete,Eclipse Project,Platform,IDE,PC,Linux,CLOSED,FIXED,P3,normal,eclipse darkmode incomplete
